ACSSF DC040000000001     11                                                                                                                                                       04000US11                               District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF DC040010000002     11                                                                                                                                U                      04001US11                               District of Columbia -- Urban                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC040A00000003     11                                                                                                                                                       040A0US11                               District of Columbia -- In metropolitan or micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF DC040C00000004     11                                                              1                                                                                        040C0US11                               District of Columbia -- In metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF DC040C10000005     11                                                              1                                                                  Y                     040C1US11                               District of Columbia -- In metropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC050000000006     11001                                                                                                                                                    05000US11001                            District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC060000000007     1100150000                                                                                                                                               06000US1100150000                       Washington city, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC070000000008     110015000050000                                                                                                                                          07000US110015000050000                  Washington city, Washington city, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF DC150000000493     11001          0026001                                                                                                                                   15000US110010026001                     Block Group 1, Census Tract 26, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000494     11001          0026002                                                                                                                                   15000US110010026002                     Block Group 2, Census Tract 26, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000495     11001          0027011                                                                                                                                   15000US110010027011                     Block Group 1, Census Tract 27.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000496     11001          0027012                                                                                                                                   15000US110010027012                     Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000497     11001          0027013                                                                                                                                   15000US110010027013                     Block Group 3, Census Tract 27.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000498     11001          0027014                                                                                                                                   15000US110010027014                     Block Group 4, Census Tract 27.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000499     11001          0027021                                                                                                                                   15000US110010027021                     Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000500     11001          0027022                                                                                                                                   15000US110010027022                     Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000501     11001          0027023                                                                                                                                   15000US110010027023                     Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000502     11001          0028011                                                                                                                                   15000US110010028011                     Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000503     11001          0028012                                                                                                                                   15000US110010028012                     Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000504     11001          0028021                                                                                                                                   15000US110010028021                     Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000505     11001          0028022                                                                                                                                   15000US110010028022                     Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000506     11001          0029001                                                                                                                                   15000US110010029001                     Block Group 1, Census Tract 29, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000507     11001          0029002                                                                                                                                   15000US110010029002                     Block Group 2, Census Tract 29, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000508     11001          0030001                                                                                                                                   15000US110010030001                     Block Group 1, Census Tract 30, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000509     11001          0030002                                                                                                                                   15000US110010030002                     Block Group 2, Census Tract 30, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000510     11001          0031001                                                                                                                                   15000US110010031001                     Block Group 1, Census Tract 31, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000511     11001          0032001                                                                                                                                   15000US110010032001                     Block Group 1, Census Tract 32, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000512     11001          0032002                                                                                                                                   15000US110010032002                     Block Group 2, Census Tract 32, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000513     11001          0032003                                                                                                                                   15000US110010032003                     Block Group 3, Census Tract 32, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000514     11001          0032004                                                                                                                                   15000US110010032004                     Block Group 4, Census Tract 32, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000515     11001          0033011                                                                                                                                   15000US110010033011                     Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000516     11001          0033012                                                                                                                                   15000US110010033012                     Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000517     11001          0033013                                                                                                                                   15000US110010033013                     Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000518     11001          0033021                                                                                                                                   15000US110010033021                     Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000519     11001          0033022                                                                                                                                   15000US110010033022                     Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000520     11001          0034001                                                                                                                                   15000US110010034001                     Block Group 1, Census Tract 34, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000521     11001          0034002                                                                                                                                   15000US110010034002                     Block Group 2, Census Tract 34, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000522     11001          0035001                                                                                                                                   15000US110010035001                     Block Group 1, Census Tract 35, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000523     11001          0035002                                                                                                                                   15000US110010035002                     Block Group 2, Census Tract 35, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000524     11001          0036001                                                                                                                                   15000US110010036001                     Block Group 1, Census Tract 36, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000525     11001          0036002                                                                                                                                   15000US110010036002                     Block Group 2, Census Tract 36, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000526     11001          0036003                                                                                                                                   15000US110010036003                     Block Group 3, Census Tract 36, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000527     11001          0037001                                                                                                                                   15000US110010037001                     Block Group 1, Census Tract 37, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC150000000528     11001          0037002                                                                                                                                   15000US110010037002                     Block Group 2, Census Tract 37, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
